ID	NB	product	codon_start	codon_end
s13273-13115	0	s13273-13115	22	36
s13273-13115	0	s13273-13115	23	37
s13273-13115	0	s13273-13115	24	38
s13273-13115	0	s13273-13115	25	39
s13273-13115	0	s13273-13115	26	40
s13273-13115	0	s13273-13115	27	41
s13273-13115	0	s13273-13115	28	42
s13273-13115	0	s13273-13115	29	43
s13273-13115	0	s13273-13115	30	44
s13273-13115	0	s13273-13115	31	45
s13273-13115	0	s13273-13115	32	46
s13273-13115	0	s13273-13115	33	47
s13273-13115	0	s13273-13115	34	48
s13273-13115	1	s13273-13115	35	49
s13273-13115	5	s13273-13115	36	50
s13273-13115	7	s13273-13115	37	51
s13273-13115	9	s13273-13115	38	52
s14651-14752	7	s14651-14752	1	15
s14651-14752	4	s14651-14752	2	16
s14651-14752	2	s14651-14752	3	17
s14651-14752	0	s14651-14752	4	18
s14651-14752	0	s14651-14752	5	19
s14651-14752	0	s14651-14752	6	20
s14651-14752	0	s14651-14752	7	21
s14651-14752	0	s14651-14752	8	22
s14651-14752	0	s14651-14752	9	23
s14651-14752	0	s14651-14752	10	24
s14651-14752	0	s14651-14752	11	25
s14651-14752	0	s14651-14752	12	26
s14651-14752	0	s14651-14752	13	27
s14651-14752	0	s14651-14752	14	28
s14651-14752	0	s14651-14752	15	29
s14651-14752	0	s14651-14752	16	30
s14651-14752	0	s14651-14752	17	31
s14651-14752	0	s14651-14752	18	32
s14651-14752	0	s14651-14752	19	33
s10177-10040	5	s10177-10040	1	15
s10177-10040	3	s10177-10040	2	16
s10177-10040	3	s10177-10040	3	17
s10177-10040	2	s10177-10040	4	18
s10177-10040	0	s10177-10040	5	19
s10177-10040	0	s10177-10040	6	20
s10177-10040	0	s10177-10040	7	21
s10177-10040	0	s10177-10040	8	22
s10177-10040	0	s10177-10040	9	23
s10177-10040	0	s10177-10040	10	24
s10177-10040	0	s10177-10040	11	25
s10177-10040	0	s10177-10040	12	26
s10177-10040	0	s10177-10040	13	27
s10177-10040	0	s10177-10040	14	28
s10177-10040	0	s10177-10040	15	29
s10177-10040	0	s10177-10040	16	30
s10177-10040	5	s10177-10040	17	31
s10177-10040	11	s10177-10040	18	32
s10177-10040	10	s10177-10040	19	33
s10177-10040	8	s10177-10040	20	34
s10177-10040	2	s10177-10040	21	35
s10177-10040	0	s10177-10040	22	36
s10177-10040	0	s10177-10040	23	37
s10177-10040	0	s10177-10040	24	38
s10177-10040	1	s10177-10040	25	39
s10177-10040	0	s10177-10040	26	40
s10177-10040	0	s10177-10040	27	41
s10177-10040	0	s10177-10040	28	42
s10177-10040	0	s10177-10040	29	43
s10177-10040	0	s10177-10040	30	44
s10177-10040	0	s10177-10040	31	45
s9493-9395	5	s9493-9395	1	15
s9493-9395	2	s9493-9395	2	16
s9493-9395	1	s9493-9395	3	17
s9493-9395	1	s9493-9395	4	18
s9493-9395	0	s9493-9395	5	19
s9493-9395	0	s9493-9395	6	20
s9493-9395	0	s9493-9395	7	21
s9493-9395	0	s9493-9395	8	22
s9493-9395	0	s9493-9395	9	23
s9493-9395	0	s9493-9395	10	24
s9493-9395	0	s9493-9395	11	25
s9493-9395	0	s9493-9395	12	26
s9493-9395	0	s9493-9395	13	27
s9493-9395	1	s9493-9395	14	28
s9493-9395	1	s9493-9395	15	29
s9493-9395	1	s9493-9395	16	30
s9493-9395	1	s9493-9395	17	31
s9493-9395	1	s9493-9395	18	32
s8359-8237	0	s8359-8237	1	15
s8359-8237	2	s8359-8237	2	16
s8359-8237	2	s8359-8237	3	17
s8359-8237	1	s8359-8237	4	18
s8359-8237	1	s8359-8237	5	19
s8359-8237	0	s8359-8237	6	20
s8359-8237	0	s8359-8237	7	21
s8359-8237	0	s8359-8237	8	22
s8359-8237	0	s8359-8237	9	23
s8359-8237	0	s8359-8237	10	24
s8359-8237	0	s8359-8237	11	25
s8359-8237	1	s8359-8237	12	26
s8359-8237	3	s8359-8237	13	27
s8359-8237	3	s8359-8237	14	28
s8359-8237	3	s8359-8237	15	29
s8359-8237	3	s8359-8237	16	30
s8359-8237	0	s8359-8237	17	31
s8359-8237	0	s8359-8237	18	32
s8359-8237	0	s8359-8237	19	33
s8359-8237	0	s8359-8237	20	34
s8359-8237	4	s8359-8237	21	35
s8359-8237	12	s8359-8237	22	36
s8359-8237	13	s8359-8237	23	37
s8359-8237	11	s8359-8237	24	38
s8359-8237	6	s8359-8237	25	39
s8359-8237	7	s8359-8237	26	40
s7825-7688	0	s7825-7688	1	15
s7825-7688	2	s7825-7688	2	16
s7825-7688	1	s7825-7688	3	17
s7825-7688	2	s7825-7688	4	18
s7825-7688	2	s7825-7688	5	19
s7825-7688	1	s7825-7688	6	20
s7825-7688	1	s7825-7688	7	21
s7825-7688	1	s7825-7688	8	22
s7825-7688	0	s7825-7688	9	23
s7825-7688	0	s7825-7688	10	24
s7825-7688	2	s7825-7688	11	25
s7825-7688	2	s7825-7688	12	26
s7825-7688	3	s7825-7688	13	27
s7825-7688	3	s7825-7688	14	28
s7825-7688	4	s7825-7688	15	29
s7825-7688	2	s7825-7688	16	30
s7825-7688	0	s7825-7688	17	31
s7825-7688	1	s7825-7688	18	32
s7825-7688	4	s7825-7688	19	33
s7825-7688	7	s7825-7688	20	34
s7825-7688	3	s7825-7688	21	35
s7825-7688	1	s7825-7688	22	36
s7825-7688	0	s7825-7688	23	37
s7825-7688	2	s7825-7688	24	38
s7825-7688	3	s7825-7688	25	39
s7825-7688	3	s7825-7688	26	40
s7825-7688	3	s7825-7688	27	41
s7825-7688	1	s7825-7688	28	42
s7825-7688	1	s7825-7688	29	43
s7825-7688	2	s7825-7688	30	44
s7825-7688	2	s7825-7688	31	45
s7336-7232	1	s7336-7232	1	15
s7336-7232	1	s7336-7232	2	16
s7336-7232	0	s7336-7232	3	17
s7336-7232	0	s7336-7232	4	18
s7336-7232	0	s7336-7232	5	19
s7336-7232	0	s7336-7232	6	20
s7336-7232	1	s7336-7232	7	21
s7336-7232	0	s7336-7232	8	22
s7336-7232	0	s7336-7232	9	23
s7336-7232	0	s7336-7232	10	24
s7336-7232	0	s7336-7232	11	25
s7336-7232	0	s7336-7232	12	26
s7336-7232	5	s7336-7232	13	27
s7336-7232	2	s7336-7232	14	28
s7336-7232	5	s7336-7232	15	29
s7336-7232	0	s7336-7232	16	30
s7336-7232	0	s7336-7232	17	31
s7336-7232	0	s7336-7232	18	32
s7336-7232	0	s7336-7232	19	33
s7336-7232	0	s7336-7232	20	34
s5779-5687	0	s5779-5687	1	15
s5779-5687	0	s5779-5687	2	16
s5779-5687	0	s5779-5687	3	17
s5779-5687	5	s5779-5687	4	18
s5779-5687	0	s5779-5687	5	19
s5779-5687	0	s5779-5687	6	20
s5779-5687	0	s5779-5687	7	21
s5779-5687	0	s5779-5687	8	22
s5779-5687	0	s5779-5687	9	23
s5779-5687	0	s5779-5687	10	24
s5779-5687	0	s5779-5687	11	25
s5779-5687	0	s5779-5687	12	26
s5779-5687	0	s5779-5687	13	27
s5779-5687	0	s5779-5687	14	28
s5779-5687	0	s5779-5687	15	29
s5779-5687	0	s5779-5687	16	30
s3466-3359	0	s3466-3359	1	15
s3466-3359	0	s3466-3359	2	16
s3466-3359	0	s3466-3359	3	17
s3466-3359	0	s3466-3359	4	18
s3466-3359	0	s3466-3359	5	19
s3466-3359	0	s3466-3359	6	20
s3466-3359	0	s3466-3359	7	21
s3466-3359	0	s3466-3359	8	22
s3466-3359	0	s3466-3359	9	23
s3466-3359	1	s3466-3359	10	24
s3466-3359	2	s3466-3359	11	25
s3466-3359	1	s3466-3359	12	26
s3466-3359	1	s3466-3359	13	27
s3466-3359	2	s3466-3359	14	28
s3466-3359	0	s3466-3359	15	29
s3466-3359	0	s3466-3359	16	30
s3466-3359	0	s3466-3359	17	31
s3466-3359	0	s3466-3359	18	32
s3466-3359	0	s3466-3359	19	33
s3466-3359	1	s3466-3359	20	34
s3466-3359	1	s3466-3359	21	35
s1570-1391	9	s1570-1391	1	15
s1570-1391	11	s1570-1391	2	16
s1570-1391	6	s1570-1391	3	17
s1570-1391	1	s1570-1391	4	18
s1570-1391	0	s1570-1391	5	19
s1570-1391	2	s1570-1391	6	20
s1570-1391	5	s1570-1391	7	21
s1570-1391	11	s1570-1391	8	22
s1570-1391	2	s1570-1391	9	23
s1570-1391	1	s1570-1391	10	24
s1570-1391	1	s1570-1391	11	25
s1570-1391	7	s1570-1391	12	26
s1570-1391	12	s1570-1391	13	27
s1570-1391	15	s1570-1391	14	28
s1570-1391	9	s1570-1391	15	29
s1570-1391	3	s1570-1391	16	30
s1570-1391	0	s1570-1391	17	31
s1570-1391	1	s1570-1391	18	32
s1570-1391	6	s1570-1391	19	33
s1570-1391	9	s1570-1391	20	34
s1570-1391	1	s1570-1391	21	35
s1570-1391	0	s1570-1391	22	36
s1570-1391	0	s1570-1391	23	37
s1570-1391	0	s1570-1391	24	38
s1570-1391	0	s1570-1391	25	39
s1570-1391	0	s1570-1391	26	40
s1570-1391	1	s1570-1391	27	41
s1570-1391	1	s1570-1391	28	42
s1570-1391	1	s1570-1391	29	43
s1570-1391	2	s1570-1391	30	44
s1570-1391	2	s1570-1391	31	45
s1570-1391	0	s1570-1391	32	46
s1570-1391	0	s1570-1391	33	47
s1570-1391	0	s1570-1391	34	48
s1570-1391	0	s1570-1391	35	49
s1570-1391	0	s1570-1391	36	50
s1570-1391	1	s1570-1391	37	51
s1570-1391	4	s1570-1391	38	52
s1570-1391	4	s1570-1391	39	53
s1570-1391	1	s1570-1391	40	54
s1570-1391	4	s1570-1391	41	55
s1570-1391	5	s1570-1391	42	56
s1570-1391	8	s1570-1391	43	57
s1570-1391	8	s1570-1391	44	58
s1570-1391	3	s1570-1391	45	59
s667-422	3	s667-422	1	15
s667-422	10	s667-422	2	16
s667-422	10	s667-422	3	17
s667-422	7	s667-422	4	18
s667-422	7	s667-422	5	19
s667-422	3	s667-422	6	20
s667-422	1	s667-422	7	21
s667-422	0	s667-422	8	22
s667-422	0	s667-422	9	23
s667-422	1	s667-422	10	24
s667-422	1	s667-422	11	25
s667-422	5	s667-422	12	26
s667-422	3	s667-422	13	27
s667-422	6	s667-422	14	28
s667-422	4	s667-422	15	29
s667-422	3	s667-422	16	30
s667-422	4	s667-422	17	31
s667-422	1	s667-422	18	32
s667-422	0	s667-422	19	33
s667-422	0	s667-422	20	34
s667-422	0	s667-422	21	35
s667-422	0	s667-422	22	36
s667-422	0	s667-422	23	37
s667-422	0	s667-422	24	38
s667-422	0	s667-422	25	39
s667-422	0	s667-422	26	40
s667-422	0	s667-422	27	41
s667-422	0	s667-422	28	42
s667-422	0	s667-422	29	43
s667-422	0	s667-422	30	44
s667-422	0	s667-422	31	45
s667-422	0	s667-422	32	46
s667-422	0	s667-422	33	47
s667-422	0	s667-422	34	48
s667-422	0	s667-422	35	49
s667-422	0	s667-422	36	50
s667-422	0	s667-422	37	51
s667-422	0	s667-422	38	52
s667-422	0	s667-422	39	53
s667-422	1	s667-422	40	54
s667-422	2	s667-422	41	55
s667-422	1	s667-422	42	56
s667-422	2	s667-422	43	57
s667-422	1	s667-422	44	58
s667-422	1	s667-422	45	59
s667-422	1	s667-422	46	60
s667-422	0	s667-422	47	61
s667-422	0	s667-422	48	62
s667-422	0	s667-422	49	63
s667-422	0	s667-422	50	64
s667-422	1	s667-422	51	65
s667-422	0	s667-422	52	66
s667-422	0	s667-422	53	67
s667-422	3	s667-422	54	68
s667-422	4	s667-422	55	69
s667-422	4	s667-422	56	70
s667-422	8	s667-422	57	71
s667-422	4	s667-422	58	72
s667-422	1	s667-422	59	73
s667-422	1	s667-422	60	74
s667-422	0	s667-422	61	75
s667-422	0	s667-422	62	76
s667-422	1	s667-422	63	77
s667-422	1	s667-422	64	78
s667-422	1	s667-422	65	79
s667-422	1	s667-422	66	80
s667-422	2	s667-422	67	81
s15461-15667	0	s15461-15667	1	15
s15461-15667	0	s15461-15667	2	16
s15461-15667	0	s15461-15667	3	17
s15461-15667	0	s15461-15667	4	18
s15461-15667	0	s15461-15667	5	19
s15461-15667	0	s15461-15667	6	20
s15461-15667	0	s15461-15667	7	21
s15461-15667	0	s15461-15667	8	22
s15461-15667	0	s15461-15667	9	23
s15461-15667	0	s15461-15667	10	24
s15461-15667	0	s15461-15667	11	25
s15461-15667	0	s15461-15667	12	26
s15461-15667	0	s15461-15667	13	27
s15461-15667	1	s15461-15667	14	28
s15461-15667	2	s15461-15667	15	29
s15461-15667	1	s15461-15667	16	30
s15461-15667	0	s15461-15667	17	31
s15461-15667	1	s15461-15667	18	32
s15461-15667	1	s15461-15667	19	33
s15461-15667	1	s15461-15667	20	34
s15461-15667	1	s15461-15667	21	35
s15461-15667	0	s15461-15667	22	36
s15461-15667	0	s15461-15667	23	37
s15461-15667	0	s15461-15667	24	38
s15461-15667	1	s15461-15667	25	39
s15461-15667	2	s15461-15667	26	40
s15461-15667	4	s15461-15667	27	41
s15461-15667	2	s15461-15667	28	42
s15461-15667	0	s15461-15667	29	43
s15461-15667	1	s15461-15667	30	44
s15461-15667	2	s15461-15667	31	45
s15461-15667	3	s15461-15667	32	46
s15461-15667	2	s15461-15667	33	47
s15461-15667	0	s15461-15667	34	48
s15461-15667	0	s15461-15667	35	49
s15461-15667	0	s15461-15667	36	50
s15461-15667	0	s15461-15667	37	51
s15461-15667	0	s15461-15667	38	52
s15461-15667	2	s15461-15667	39	53
s15461-15667	2	s15461-15667	40	54
s15461-15667	2	s15461-15667	41	55
s15461-15667	0	s15461-15667	42	56
s15461-15667	4	s15461-15667	43	57
s15461-15667	5	s15461-15667	44	58
s15461-15667	5	s15461-15667	45	59
s15461-15667	6	s15461-15667	46	60
s15461-15667	6	s15461-15667	47	61
s15461-15667	7	s15461-15667	48	62
s15461-15667	5	s15461-15667	49	63
s15461-15667	5	s15461-15667	50	64
s15461-15667	5	s15461-15667	51	65
s15461-15667	3	s15461-15667	52	66
s15461-15667	2	s15461-15667	53	67
s15461-15667	0	s15461-15667	54	68
s29505-29410	0	s29505-29410	1	15
s29505-29410	0	s29505-29410	2	16
s29505-29410	0	s29505-29410	3	17
s29505-29410	0	s29505-29410	4	18
s29505-29410	0	s29505-29410	5	19
s29505-29410	0	s29505-29410	6	20
s29505-29410	0	s29505-29410	7	21
s29505-29410	0	s29505-29410	8	22
s29505-29410	0	s29505-29410	9	23
s29505-29410	0	s29505-29410	10	24
s29505-29410	0	s29505-29410	11	25
s29505-29410	0	s29505-29410	12	26
s29505-29410	0	s29505-29410	13	27
s29505-29410	0	s29505-29410	14	28
s29505-29410	0	s29505-29410	15	29
s29505-29410	0	s29505-29410	16	30
s29505-29410	0	s29505-29410	17	31
s27771-27640	0	s27771-27640	1	15
s27771-27640	0	s27771-27640	2	16
s27771-27640	0	s27771-27640	3	17
s27771-27640	0	s27771-27640	4	18
s27771-27640	0	s27771-27640	5	19
s27771-27640	0	s27771-27640	6	20
s27771-27640	0	s27771-27640	7	21
s27771-27640	0	s27771-27640	8	22
s27771-27640	0	s27771-27640	9	23
s27771-27640	0	s27771-27640	10	24
s27771-27640	0	s27771-27640	11	25
s27771-27640	0	s27771-27640	12	26
s27771-27640	0	s27771-27640	13	27
s27771-27640	0	s27771-27640	14	28
s27771-27640	0	s27771-27640	15	29
s27771-27640	0	s27771-27640	16	30
s27771-27640	0	s27771-27640	17	31
s27771-27640	0	s27771-27640	18	32
s27771-27640	0	s27771-27640	19	33
s27771-27640	0	s27771-27640	20	34
s27771-27640	0	s27771-27640	21	35
s27771-27640	1	s27771-27640	22	36
s27771-27640	1	s27771-27640	23	37
s27771-27640	2	s27771-27640	24	38
s27771-27640	4	s27771-27640	25	39
s27771-27640	4	s27771-27640	26	40
s27771-27640	5	s27771-27640	27	41
s27771-27640	4	s27771-27640	28	42
s27771-27640	2	s27771-27640	29	43
s27210-27034	1	s27210-27034	1	15
s27210-27034	0	s27210-27034	2	16
s27210-27034	0	s27210-27034	3	17
s27210-27034	1	s27210-27034	4	18
s27210-27034	1	s27210-27034	5	19
s27210-27034	1	s27210-27034	6	20
s27210-27034	0	s27210-27034	7	21
s27210-27034	0	s27210-27034	8	22
s27210-27034	0	s27210-27034	9	23
s27210-27034	0	s27210-27034	10	24
s27210-27034	0	s27210-27034	11	25
s27210-27034	0	s27210-27034	12	26
s27210-27034	0	s27210-27034	13	27
s27210-27034	0	s27210-27034	14	28
s27210-27034	0	s27210-27034	15	29
s27210-27034	0	s27210-27034	16	30
s27210-27034	0	s27210-27034	17	31
s27210-27034	0	s27210-27034	18	32
s27210-27034	0	s27210-27034	19	33
s27210-27034	0	s27210-27034	20	34
s27210-27034	0	s27210-27034	21	35
s27210-27034	0	s27210-27034	22	36
s27210-27034	0	s27210-27034	23	37
s27210-27034	0	s27210-27034	24	38
s27210-27034	0	s27210-27034	25	39
s27210-27034	0	s27210-27034	26	40
s27210-27034	0	s27210-27034	27	41
s27210-27034	0	s27210-27034	28	42
s27210-27034	0	s27210-27034	29	43
s27210-27034	0	s27210-27034	30	44
s27210-27034	2	s27210-27034	31	45
s27210-27034	2	s27210-27034	32	46
s27210-27034	2	s27210-27034	33	47
s27210-27034	1	s27210-27034	34	48
s27210-27034	1	s27210-27034	35	49
s27210-27034	1	s27210-27034	36	50
s27210-27034	0	s27210-27034	37	51
s27210-27034	2	s27210-27034	38	52
s27210-27034	3	s27210-27034	39	53
s27210-27034	3	s27210-27034	40	54
s27210-27034	2	s27210-27034	41	55
s27210-27034	0	s27210-27034	42	56
s27210-27034	0	s27210-27034	43	57
s27210-27034	0	s27210-27034	44	58
s25242-25099	4	s25242-25099	1	15
s25242-25099	2	s25242-25099	2	16
s25242-25099	2	s25242-25099	3	17
s25242-25099	2	s25242-25099	4	18
s25242-25099	3	s25242-25099	5	19
s25242-25099	1	s25242-25099	6	20
s25242-25099	3	s25242-25099	7	21
s25242-25099	4	s25242-25099	8	22
s25242-25099	4	s25242-25099	9	23
s25242-25099	1	s25242-25099	10	24
s25242-25099	1	s25242-25099	11	25
s25242-25099	4	s25242-25099	12	26
s25242-25099	4	s25242-25099	13	27
s25242-25099	5	s25242-25099	14	28
s25242-25099	4	s25242-25099	15	29
s25242-25099	1	s25242-25099	16	30
s25242-25099	1	s25242-25099	17	31
s25242-25099	1	s25242-25099	18	32
s25242-25099	1	s25242-25099	19	33
s25242-25099	1	s25242-25099	20	34
s25242-25099	1	s25242-25099	21	35
s25242-25099	1	s25242-25099	22	36
s25242-25099	1	s25242-25099	23	37
s25242-25099	1	s25242-25099	24	38
s25242-25099	1	s25242-25099	25	39
s25242-25099	0	s25242-25099	26	40
s25242-25099	0	s25242-25099	27	41
s25242-25099	2	s25242-25099	28	42
s25242-25099	10	s25242-25099	29	43
s25242-25099	16	s25242-25099	30	44
s25242-25099	17	s25242-25099	31	45
s25242-25099	10	s25242-25099	32	46
s25242-25099	7	s25242-25099	33	47
s24111-23926	2	s24111-23926	1	15
s24111-23926	1	s24111-23926	2	16
s24111-23926	0	s24111-23926	3	17
s24111-23926	0	s24111-23926	4	18
s24111-23926	0	s24111-23926	5	19
s24111-23926	0	s24111-23926	6	20
s24111-23926	0	s24111-23926	7	21
s24111-23926	0	s24111-23926	8	22
s24111-23926	4	s24111-23926	9	23
s24111-23926	5	s24111-23926	10	24
s24111-23926	5	s24111-23926	11	25
s24111-23926	1	s24111-23926	12	26
s24111-23926	0	s24111-23926	13	27
s24111-23926	1	s24111-23926	14	28
s24111-23926	2	s24111-23926	15	29
s24111-23926	3	s24111-23926	16	30
s24111-23926	2	s24111-23926	17	31
s24111-23926	1	s24111-23926	18	32
s24111-23926	1	s24111-23926	19	33
s24111-23926	3	s24111-23926	20	34
s24111-23926	5	s24111-23926	21	35
s24111-23926	0	s24111-23926	22	36
s24111-23926	0	s24111-23926	23	37
s24111-23926	0	s24111-23926	24	38
s24111-23926	0	s24111-23926	25	39
s24111-23926	0	s24111-23926	26	40
s24111-23926	0	s24111-23926	27	41
s24111-23926	0	s24111-23926	28	42
s24111-23926	0	s24111-23926	29	43
s24111-23926	0	s24111-23926	30	44
s24111-23926	0	s24111-23926	31	45
s24111-23926	0	s24111-23926	32	46
s24111-23926	0	s24111-23926	33	47
s24111-23926	1	s24111-23926	34	48
s24111-23926	1	s24111-23926	35	49
s24111-23926	0	s24111-23926	36	50
s24111-23926	0	s24111-23926	37	51
s24111-23926	0	s24111-23926	38	52
s24111-23926	0	s24111-23926	39	53
s24111-23926	0	s24111-23926	40	54
s24111-23926	0	s24111-23926	41	55
s24111-23926	0	s24111-23926	42	56
s24111-23926	0	s24111-23926	43	57
s24111-23926	0	s24111-23926	44	58
s24111-23926	0	s24111-23926	45	59
s24111-23926	0	s24111-23926	46	60
s24111-23926	0	s24111-23926	47	61
s16166-16279	1	s16166-16279	1	15
s16166-16279	0	s16166-16279	2	16
s16166-16279	0	s16166-16279	3	17
s16166-16279	0	s16166-16279	4	18
s16166-16279	0	s16166-16279	5	19
s16166-16279	0	s16166-16279	6	20
s16166-16279	1	s16166-16279	7	21
s16166-16279	3	s16166-16279	8	22
s16166-16279	3	s16166-16279	9	23
s16166-16279	1	s16166-16279	10	24
s16166-16279	0	s16166-16279	11	25
s16166-16279	0	s16166-16279	12	26
s16166-16279	0	s16166-16279	13	27
s16166-16279	0	s16166-16279	14	28
s16166-16279	3	s16166-16279	15	29
s16166-16279	4	s16166-16279	16	30
s16166-16279	3	s16166-16279	17	31
s16166-16279	0	s16166-16279	18	32
s16166-16279	0	s16166-16279	19	33
s16166-16279	0	s16166-16279	20	34
s16166-16279	2	s16166-16279	21	35
s16166-16279	2	s16166-16279	22	36
s16166-16279	1	s16166-16279	23	37
s23787-23680	5	s23787-23680	1	15
s23787-23680	2	s23787-23680	2	16
s23787-23680	0	s23787-23680	3	17
s23787-23680	6	s23787-23680	4	18
s23787-23680	10	s23787-23680	5	19
s23787-23680	11	s23787-23680	6	20
s23787-23680	10	s23787-23680	7	21
s23787-23680	5	s23787-23680	8	22
s23787-23680	2	s23787-23680	9	23
s23787-23680	0	s23787-23680	10	24
s23787-23680	0	s23787-23680	11	25
s23787-23680	0	s23787-23680	12	26
s23787-23680	0	s23787-23680	13	27
s23787-23680	0	s23787-23680	14	28
s23787-23680	0	s23787-23680	15	29
s23787-23680	0	s23787-23680	16	30
s23787-23680	0	s23787-23680	17	31
s23787-23680	1	s23787-23680	18	32
s23787-23680	1	s23787-23680	19	33
s23787-23680	1	s23787-23680	20	34
s23787-23680	1	s23787-23680	21	35
s23322-23074	0	s23322-23074	1	15
s23322-23074	0	s23322-23074	2	16
s23322-23074	0	s23322-23074	3	17
s23322-23074	0	s23322-23074	4	18
s23322-23074	0	s23322-23074	5	19
s23322-23074	1	s23322-23074	6	20
s23322-23074	1	s23322-23074	7	21
s23322-23074	1	s23322-23074	8	22
s23322-23074	2	s23322-23074	9	23
s23322-23074	0	s23322-23074	10	24
s23322-23074	0	s23322-23074	11	25
s23322-23074	1	s23322-23074	12	26
s23322-23074	0	s23322-23074	13	27
s23322-23074	0	s23322-23074	14	28
s23322-23074	0	s23322-23074	15	29
s23322-23074	0	s23322-23074	16	30
s23322-23074	0	s23322-23074	17	31
s23322-23074	0	s23322-23074	18	32
s23322-23074	1	s23322-23074	19	33
s23322-23074	4	s23322-23074	20	34
s23322-23074	4	s23322-23074	21	35
s23322-23074	5	s23322-23074	22	36
s23322-23074	1	s23322-23074	23	37
s23322-23074	2	s23322-23074	24	38
s23322-23074	2	s23322-23074	25	39
s23322-23074	4	s23322-23074	26	40
s23322-23074	4	s23322-23074	27	41
s23322-23074	3	s23322-23074	28	42
s23322-23074	0	s23322-23074	29	43
s23322-23074	0	s23322-23074	30	44
s23322-23074	0	s23322-23074	31	45
s23322-23074	0	s23322-23074	32	46
s23322-23074	1	s23322-23074	33	47
s23322-23074	1	s23322-23074	34	48
s23322-23074	1	s23322-23074	35	49
s23322-23074	1	s23322-23074	36	50
s23322-23074	0	s23322-23074	37	51
s23322-23074	1	s23322-23074	38	52
s23322-23074	1	s23322-23074	39	53
s23322-23074	1	s23322-23074	40	54
s23322-23074	4	s23322-23074	41	55
s23322-23074	1	s23322-23074	42	56
s23322-23074	1	s23322-23074	43	57
s23322-23074	0	s23322-23074	44	58
s23322-23074	0	s23322-23074	45	59
s23322-23074	0	s23322-23074	46	60
s23322-23074	0	s23322-23074	47	61
s23322-23074	0	s23322-23074	48	62
s23322-23074	2	s23322-23074	49	63
s23322-23074	1	s23322-23074	50	64
s23322-23074	1	s23322-23074	51	65
s23322-23074	2	s23322-23074	52	66
s23322-23074	3	s23322-23074	53	67
s23322-23074	4	s23322-23074	54	68
s23322-23074	1	s23322-23074	55	69
s23322-23074	1	s23322-23074	56	70
s23322-23074	1	s23322-23074	57	71
s23322-23074	1	s23322-23074	58	72
s23322-23074	1	s23322-23074	59	73
s23322-23074	2	s23322-23074	60	74
s23322-23074	2	s23322-23074	61	75
s23322-23074	1	s23322-23074	62	76
s23322-23074	0	s23322-23074	63	77
s23322-23074	0	s23322-23074	64	78
s23322-23074	0	s23322-23074	65	79
s23322-23074	0	s23322-23074	66	80
s23322-23074	0	s23322-23074	67	81
s23322-23074	0	s23322-23074	68	82
s19905-19765	2	s19905-19765	1	15
s19905-19765	4	s19905-19765	2	16
s19905-19765	7	s19905-19765	3	17
s19905-19765	7	s19905-19765	4	18
s19905-19765	8	s19905-19765	5	19
s19905-19765	5	s19905-19765	6	20
s19905-19765	2	s19905-19765	7	21
s19905-19765	1	s19905-19765	8	22
s19905-19765	2	s19905-19765	9	23
s19905-19765	5	s19905-19765	10	24
s19905-19765	5	s19905-19765	11	25
s19905-19765	3	s19905-19765	12	26
s19905-19765	5	s19905-19765	13	27
s19905-19765	4	s19905-19765	14	28
s19905-19765	3	s19905-19765	15	29
s19905-19765	1	s19905-19765	16	30
s19905-19765	0	s19905-19765	17	31
s19905-19765	0	s19905-19765	18	32
s19905-19765	1	s19905-19765	19	33
s19905-19765	0	s19905-19765	20	34
s19905-19765	0	s19905-19765	21	35
s19905-19765	0	s19905-19765	22	36
s19905-19765	1	s19905-19765	23	37
s19905-19765	2	s19905-19765	24	38
s19905-19765	3	s19905-19765	25	39
s19905-19765	5	s19905-19765	26	40
s19905-19765	7	s19905-19765	27	41
s19905-19765	4	s19905-19765	28	42
s19905-19765	4	s19905-19765	29	43
s19905-19765	3	s19905-19765	30	44
s19905-19765	1	s19905-19765	31	45
s19905-19765	0	s19905-19765	32	46
s18324-18151	1	s18324-18151	1	15
s18324-18151	2	s18324-18151	2	16
s18324-18151	3	s18324-18151	3	17
s18324-18151	1	s18324-18151	4	18
s18324-18151	0	s18324-18151	5	19
s18324-18151	0	s18324-18151	6	20
s18324-18151	0	s18324-18151	7	21
s18324-18151	0	s18324-18151	8	22
s18324-18151	3	s18324-18151	9	23
s18324-18151	4	s18324-18151	10	24
s18324-18151	3	s18324-18151	11	25
s18324-18151	4	s18324-18151	12	26
s18324-18151	7	s18324-18151	13	27
s18324-18151	7	s18324-18151	14	28
s18324-18151	7	s18324-18151	15	29
s18324-18151	5	s18324-18151	16	30
s18324-18151	3	s18324-18151	17	31
s18324-18151	1	s18324-18151	18	32
s18324-18151	1	s18324-18151	19	33
s18324-18151	5	s18324-18151	20	34
s18324-18151	5	s18324-18151	21	35
s18324-18151	10	s18324-18151	22	36
s18324-18151	7	s18324-18151	23	37
s18324-18151	4	s18324-18151	24	38
s18324-18151	3	s18324-18151	25	39
s18324-18151	8	s18324-18151	26	40
s18324-18151	13	s18324-18151	27	41
s18324-18151	15	s18324-18151	28	42
s18324-18151	16	s18324-18151	29	43
s18324-18151	15	s18324-18151	30	44
s18324-18151	10	s18324-18151	31	45
s18324-18151	6	s18324-18151	32	46
s18324-18151	1	s18324-18151	33	47
