Pos	ID	Allele	NB	codon_start	codon_end	NB_coverage
8	s25807-25586	HLA-A01:01	1	9	17	5
9	s25807-25586	HLA-A01:01	2	10	18	7
10	s25807-25586	HLA-A01:01	0	11	19	6
11	s25807-25586	HLA-A01:01	0	12	20	6
12	s25807-25586	HLA-A01:01	1	13	21	7
13	s25807-25586	HLA-A01:01	4	14	22	11
14	s25807-25586	HLA-A01:01	0	15	23	11
15	s25807-25586	HLA-A01:01	0	16	24	9
16	s25807-25586	HLA-A01:01	0	17	25	8
17	s25807-25586	HLA-A01:01	0	18	26	7
18	s25807-25586	HLA-A01:01	0	19	27	5
19	s25807-25586	HLA-A01:01	2	20	28	7
20	s25807-25586	HLA-A01:01	0	21	29	7
21	s25807-25586	HLA-A01:01	0	22	30	6
22	s25807-25586	HLA-A01:01	0	23	31	2
23	s25807-25586	HLA-A01:01	0	24	32	2
24	s25807-25586	HLA-A01:01	0	25	33	2
25	s25807-25586	HLA-A01:01	0	26	34	2
26	s25807-25586	HLA-A01:01	1	27	35	3
27	s25807-25586	HLA-A01:01	0	28	36	3
28	s25807-25586	HLA-A01:01	0	29	37	1
29	s25807-25586	HLA-A01:01	0	30	38	1
30	s25807-25586	HLA-A01:01	0	31	39	1
31	s25807-25586	HLA-A01:01	0	32	40	1
32	s25807-25586	HLA-A01:01	0	33	41	1
33	s25807-25586	HLA-A01:01	0	34	42	1
34	s25807-25586	HLA-A01:01	0	35	43	1
35	s25807-25586	HLA-A01:01	0	36	44	0
36	s25807-25586	HLA-A01:01	0	37	45	0
37	s25807-25586	HLA-A01:01	0	38	46	0
38	s25807-25586	HLA-A01:01	0	39	47	0
39	s25807-25586	HLA-A01:01	0	40	48	0
40	s25807-25586	HLA-A01:01	1	41	49	1
41	s25807-25586	HLA-A01:01	2	42	50	3
42	s25807-25586	HLA-A01:01	1	43	51	4
43	s25807-25586	HLA-A01:01	0	44	52	4
44	s25807-25586	HLA-A01:01	0	45	53	4
45	s25807-25586	HLA-A01:01	0	46	54	4
46	s25807-25586	HLA-A01:01	0	47	55	4
47	s25807-25586	HLA-A01:01	0	48	56	4
48	s25807-25586	HLA-A01:01	0	49	57	4
49	s25807-25586	HLA-A01:01	0	50	58	3
50	s25807-25586	HLA-A01:01	0	51	59	1
51	s25807-25586	HLA-A01:01	0	52	60	0
52	s25807-25586	HLA-A01:01	0	53	61	0
53	s25807-25586	HLA-A01:01	0	54	62	0
54	s25807-25586	HLA-A01:01	0	55	63	0
55	s25807-25586	HLA-A01:01	0	56	64	0
56	s25807-25586	HLA-A01:01	0	57	65	0
57	s25807-25586	HLA-A01:01	0	58	66	0
58	s25807-25586	HLA-A01:01	1	59	67	1
59	s25807-25586	HLA-A01:01	0	60	68	1
60	s25807-25586	HLA-A01:01	1	61	69	2
61	s25807-25586	HLA-A01:01	1	62	70	3
62	s25807-25586	HLA-A01:01	3	63	71	6
63	s25807-25586	HLA-A01:01	0	64	72	6
64	s25807-25586	HLA-A01:01	2	65	73	8
0	s23437-23198	HLA-A01:01	0	1	9	0
1	s23437-23198	HLA-A01:01	0	2	10	0
2	s23437-23198	HLA-A01:01	0	3	11	0
3	s23437-23198	HLA-A01:01	1	4	12	1
4	s23437-23198	HLA-A01:01	1	5	13	2
5	s23437-23198	HLA-A01:01	0	6	14	2
6	s23437-23198	HLA-A01:01	0	7	15	2
7	s23437-23198	HLA-A01:01	0	8	16	2
8	s23437-23198	HLA-A01:01	0	9	17	2
9	s23437-23198	HLA-A01:01	0	10	18	2
10	s23437-23198	HLA-A01:01	1	11	19	3
11	s23437-23198	HLA-A01:01	1	12	20	4
12	s23437-23198	HLA-A01:01	0	13	21	3
13	s23437-23198	HLA-A01:01	0	14	22	2
14	s23437-23198	HLA-A01:01	0	15	23	2
15	s23437-23198	HLA-A01:01	0	16	24	2
16	s23437-23198	HLA-A01:01	0	17	25	2
17	s23437-23198	HLA-A01:01	1	18	26	3
18	s23437-23198	HLA-A01:01	0	19	27	3
19	s23437-23198	HLA-A01:01	1	20	28	3
20	s23437-23198	HLA-A01:01	0	21	29	2
21	s23437-23198	HLA-A01:01	0	22	30	2
22	s23437-23198	HLA-A01:01	0	23	31	2
23	s23437-23198	HLA-A01:01	0	24	32	2
24	s23437-23198	HLA-A01:01	0	25	33	2
25	s23437-23198	HLA-A01:01	0	26	34	2
26	s23437-23198	HLA-A01:01	0	27	35	1
27	s23437-23198	HLA-A01:01	0	28	36	1
28	s23437-23198	HLA-A01:01	1	29	37	1
29	s23437-23198	HLA-A01:01	0	30	38	1
30	s23437-23198	HLA-A01:01	0	31	39	1
31	s23437-23198	HLA-A01:01	0	32	40	1
32	s23437-23198	HLA-A01:01	0	33	41	1
33	s23437-23198	HLA-A01:01	0	34	42	1
34	s23437-23198	HLA-A01:01	1	35	43	2
35	s23437-23198	HLA-A01:01	0	36	44	2
36	s23437-23198	HLA-A01:01	0	37	45	2
37	s23437-23198	HLA-A01:01	0	38	46	1
38	s23437-23198	HLA-A01:01	0	39	47	1
39	s23437-23198	HLA-A01:01	0	40	48	1
40	s23437-23198	HLA-A01:01	0	41	49	1
41	s23437-23198	HLA-A01:01	0	42	50	1
42	s23437-23198	HLA-A01:01	0	43	51	1
43	s23437-23198	HLA-A01:01	0	44	52	0
44	s23437-23198	HLA-A01:01	0	45	53	0
45	s23437-23198	HLA-A01:01	0	46	54	0
46	s23437-23198	HLA-A01:01	2	47	55	2
47	s23437-23198	HLA-A01:01	1	48	56	3
48	s23437-23198	HLA-A01:01	0	49	57	3
49	s23437-23198	HLA-A01:01	1	50	58	4
50	s23437-23198	HLA-A01:01	0	51	59	4
51	s23437-23198	HLA-A01:01	0	52	60	4
52	s23437-23198	HLA-A01:01	1	53	61	5
53	s23437-23198	HLA-A01:01	1	54	62	6
54	s23437-23198	HLA-A01:01	1	55	63	7
55	s23437-23198	HLA-A01:01	0	56	64	5
56	s23437-23198	HLA-A01:01	0	57	65	4
57	s23437-23198	HLA-A01:01	0	58	66	4
58	s23437-23198	HLA-A01:01	0	59	67	3
59	s23437-23198	HLA-A01:01	0	60	68	3
60	s23437-23198	HLA-A01:01	1	61	69	4
61	s23437-23198	HLA-A01:01	0	62	70	3
62	s23437-23198	HLA-A01:01	0	63	71	2
63	s23437-23198	HLA-A01:01	2	64	72	3
64	s23437-23198	HLA-A01:01	0	65	73	3
65	s23437-23198	HLA-A01:01	0	66	74	3
66	s23437-23198	HLA-A01:01	0	67	75	3
67	s23437-23198	HLA-A01:01	0	68	76	3
68	s23437-23198	HLA-A01:01	0	69	77	3
69	s23437-23198	HLA-A01:01	0	70	78	2
70	s23437-23198	HLA-A01:01	0	71	79	2
0	s16939-16799	HLA-A01:01	1	1	9	1
1	s16939-16799	HLA-A01:01	0	2	10	1
2	s16939-16799	HLA-A01:01	0	3	11	1
3	s16939-16799	HLA-A01:01	0	4	12	1
4	s16939-16799	HLA-A01:01	1	5	13	2
5	s16939-16799	HLA-A01:01	0	6	14	2
6	s16939-16799	HLA-A01:01	0	7	15	2
7	s16939-16799	HLA-A01:01	0	8	16	2
8	s16939-16799	HLA-A01:01	1	9	17	3
9	s16939-16799	HLA-A01:01	0	10	18	2
10	s16939-16799	HLA-A01:01	0	11	19	2
11	s16939-16799	HLA-A01:01	1	12	20	3
12	s16939-16799	HLA-A01:01	2	13	21	5
13	s16939-16799	HLA-A01:01	0	14	22	4
14	s16939-16799	HLA-A01:01	4	15	23	8
15	s16939-16799	HLA-A01:01	0	16	24	8
16	s16939-16799	HLA-A01:01	0	17	25	8
17	s16939-16799	HLA-A01:01	0	18	26	7
18	s16939-16799	HLA-A01:01	0	19	27	7
19	s16939-16799	HLA-A01:01	0	20	28	7
20	s16939-16799	HLA-A01:01	0	21	29	6
21	s16939-16799	HLA-A01:01	0	22	30	4
22	s16939-16799	HLA-A01:01	0	23	31	4
23	s16939-16799	HLA-A01:01	0	24	32	0
24	s16939-16799	HLA-A01:01	1	25	33	1
25	s16939-16799	HLA-A01:01	2	26	34	3
26	s16939-16799	HLA-A01:01	0	27	35	3
27	s16939-16799	HLA-A01:01	0	28	36	3
28	s16939-16799	HLA-A01:01	1	29	37	4
29	s16939-16799	HLA-A01:01	0	30	38	4
30	s16939-16799	HLA-A01:01	1	31	39	5
31	s16939-16799	HLA-A01:01	3	32	40	8
32	s16939-16799	HLA-A01:01	1	33	41	9
33	s16939-16799	HLA-A01:01	2	34	42	10
34	s16939-16799	HLA-A01:01	2	35	43	10
35	s16939-16799	HLA-A01:01	0	36	44	10
36	s16939-16799	HLA-A01:01	0	37	45	10
37	s16939-16799	HLA-A01:01	0	38	46	9
0	s16306-16208	HLA-A01:01	1	1	9	1
1	s16306-16208	HLA-A01:01	1	2	10	2
2	s16306-16208	HLA-A01:01	2	3	11	4
3	s16306-16208	HLA-A01:01	0	4	12	4
4	s16306-16208	HLA-A01:01	0	5	13	4
5	s16306-16208	HLA-A01:01	0	6	14	4
6	s16306-16208	HLA-A01:01	0	7	15	4
7	s16306-16208	HLA-A01:01	0	8	16	4
8	s16306-16208	HLA-A01:01	1	9	17	5
9	s16306-16208	HLA-A01:01	0	10	18	4
10	s16306-16208	HLA-A01:01	0	11	19	3
11	s16306-16208	HLA-A01:01	0	12	20	1
12	s16306-16208	HLA-A01:01	0	13	21	1
13	s16306-16208	HLA-A01:01	0	14	22	1
14	s16306-16208	HLA-A01:01	0	15	23	1
15	s16306-16208	HLA-A01:01	0	16	24	1
16	s16306-16208	HLA-A01:01	1	17	25	2
17	s16306-16208	HLA-A01:01	0	18	26	1
18	s16306-16208	HLA-A01:01	0	19	27	1
19	s16306-16208	HLA-A01:01	1	20	28	2
20	s16306-16208	HLA-A01:01	0	21	29	2
21	s16306-16208	HLA-A01:01	2	22	30	4
22	s16306-16208	HLA-A01:01	1	23	31	5
23	s16306-16208	HLA-A01:01	0	24	32	5
0	s15682-15566	HLA-A01:01	3	1	9	3
1	s15682-15566	HLA-A01:01	0	2	10	3
2	s15682-15566	HLA-A01:01	0	3	11	3
3	s15682-15566	HLA-A01:01	0	4	12	3
4	s15682-15566	HLA-A01:01	0	5	13	3
5	s15682-15566	HLA-A01:01	2	6	14	5
6	s15682-15566	HLA-A01:01	3	7	15	8
7	s15682-15566	HLA-A01:01	4	8	16	12
8	s15682-15566	HLA-A01:01	0	9	17	12
9	s15682-15566	HLA-A01:01	0	10	18	9
10	s15682-15566	HLA-A01:01	0	11	19	9
11	s15682-15566	HLA-A01:01	0	12	20	9
12	s15682-15566	HLA-A01:01	0	13	21	9
13	s15682-15566	HLA-A01:01	1	14	22	10
14	s15682-15566	HLA-A01:01	0	15	23	8
15	s15682-15566	HLA-A01:01	1	16	24	6
16	s15682-15566	HLA-A01:01	0	17	25	2
17	s15682-15566	HLA-A01:01	0	18	26	2
18	s15682-15566	HLA-A01:01	0	19	27	2
19	s15682-15566	HLA-A01:01	0	20	28	2
20	s15682-15566	HLA-A01:01	0	21	29	2
21	s15682-15566	HLA-A01:01	0	22	30	2
22	s15682-15566	HLA-A01:01	3	23	31	4
23	s15682-15566	HLA-A01:01	1	24	32	5
24	s15682-15566	HLA-A01:01	0	25	33	4
25	s15682-15566	HLA-A01:01	0	26	34	4
26	s15682-15566	HLA-A01:01	0	27	35	4
27	s15682-15566	HLA-A01:01	0	28	36	4
28	s15682-15566	HLA-A01:01	2	29	37	6
29	s15682-15566	HLA-A01:01	0	30	38	6
0	s14059-13910	HLA-A01:01	0	1	9	0
1	s14059-13910	HLA-A01:01	2	2	10	2
2	s14059-13910	HLA-A01:01	0	3	11	2
3	s14059-13910	HLA-A01:01	3	4	12	5
4	s14059-13910	HLA-A01:01	1	5	13	6
5	s14059-13910	HLA-A01:01	0	6	14	6
6	s14059-13910	HLA-A01:01	0	7	15	6
7	s14059-13910	HLA-A01:01	2	8	16	8
8	s14059-13910	HLA-A01:01	0	9	17	8
9	s14059-13910	HLA-A01:01	3	10	18	11
10	s14059-13910	HLA-A01:01	1	11	19	10
11	s14059-13910	HLA-A01:01	1	12	20	11
12	s14059-13910	HLA-A01:01	0	13	21	8
13	s14059-13910	HLA-A01:01	1	14	22	8
14	s14059-13910	HLA-A01:01	0	15	23	8
15	s14059-13910	HLA-A01:01	0	16	24	8
16	s14059-13910	HLA-A01:01	1	17	25	7
17	s14059-13910	HLA-A01:01	0	18	26	7
18	s14059-13910	HLA-A01:01	1	19	27	5
19	s14059-13910	HLA-A01:01	0	20	28	4
20	s14059-13910	HLA-A01:01	1	21	29	4
21	s14059-13910	HLA-A01:01	0	22	30	4
22	s14059-13910	HLA-A01:01	1	23	31	4
23	s14059-13910	HLA-A01:01	0	24	32	4
24	s14059-13910	HLA-A01:01	2	25	33	6
25	s14059-13910	HLA-A01:01	0	26	34	5
26	s14059-13910	HLA-A01:01	1	27	35	6
27	s14059-13910	HLA-A01:01	1	28	36	6
28	s14059-13910	HLA-A01:01	3	29	37	9
29	s14059-13910	HLA-A01:01	2	30	38	10
30	s14059-13910	HLA-A01:01	1	31	39	11
31	s14059-13910	HLA-A01:01	1	32	40	11
32	s14059-13910	HLA-A01:01	1	33	41	12
33	s14059-13910	HLA-A01:01	0	34	42	10
34	s14059-13910	HLA-A01:01	0	35	43	10
35	s14059-13910	HLA-A01:01	0	36	44	9
36	s14059-13910	HLA-A01:01	0	37	45	8
37	s14059-13910	HLA-A01:01	0	38	46	5
38	s14059-13910	HLA-A01:01	0	39	47	3
39	s14059-13910	HLA-A01:01	7	40	48	9
40	s14059-13910	HLA-A01:01	2	41	49	10
0	s13273-13115	HLA-A01:01	0	1	9	0
1	s13273-13115	HLA-A01:01	0	2	10	0
2	s13273-13115	HLA-A01:01	0	3	11	0
3	s13273-13115	HLA-A01:01	0	4	12	0
4	s13273-13115	HLA-A01:01	0	5	13	0
5	s13273-13115	HLA-A01:01	0	6	14	0
6	s13273-13115	HLA-A01:01	0	7	15	0
7	s13273-13115	HLA-A01:01	0	8	16	0
8	s13273-13115	HLA-A01:01	0	9	17	0
9	s13273-13115	HLA-A01:01	2	10	18	2
10	s13273-13115	HLA-A01:01	0	11	19	2
11	s13273-13115	HLA-A01:01	0	12	20	2
12	s13273-13115	HLA-A01:01	0	13	21	2
13	s13273-13115	HLA-A01:01	1	14	22	3
14	s13273-13115	HLA-A01:01	0	15	23	3
15	s13273-13115	HLA-A01:01	0	16	24	3
16	s13273-13115	HLA-A01:01	0	17	25	3
17	s13273-13115	HLA-A01:01	0	18	26	3
18	s13273-13115	HLA-A01:01	0	19	27	1
19	s13273-13115	HLA-A01:01	0	20	28	1
20	s13273-13115	HLA-A01:01	1	21	29	2
21	s13273-13115	HLA-A01:01	0	22	30	2
22	s13273-13115	HLA-A01:01	1	23	31	2
23	s13273-13115	HLA-A01:01	0	24	32	2
24	s13273-13115	HLA-A01:01	0	25	33	2
25	s13273-13115	HLA-A01:01	0	26	34	2
26	s13273-13115	HLA-A01:01	0	27	35	2
27	s13273-13115	HLA-A01:01	1	28	36	3
28	s13273-13115	HLA-A01:01	0	29	37	3
29	s13273-13115	HLA-A01:01	0	30	38	2
30	s13273-13115	HLA-A01:01	0	31	39	2
31	s13273-13115	HLA-A01:01	0	32	40	1
32	s13273-13115	HLA-A01:01	0	33	41	1
33	s13273-13115	HLA-A01:01	0	34	42	1
34	s13273-13115	HLA-A01:01	0	35	43	1
35	s13273-13115	HLA-A01:01	0	36	44	1
36	s13273-13115	HLA-A01:01	0	37	45	0
37	s13273-13115	HLA-A01:01	0	38	46	0
38	s13273-13115	HLA-A01:01	0	39	47	0
39	s13273-13115	HLA-A01:01	1	40	48	1
40	s13273-13115	HLA-A01:01	0	41	49	1
41	s13273-13115	HLA-A01:01	0	42	50	1
42	s13273-13115	HLA-A01:01	0	43	51	1
43	s13273-13115	HLA-A01:01	1	44	52	2
0	s14651-14752	HLA-A01:01	0	1	9	0
1	s14651-14752	HLA-A01:01	3	2	10	3
2	s14651-14752	HLA-A01:01	0	3	11	3
3	s14651-14752	HLA-A01:01	1	4	12	4
4	s14651-14752	HLA-A01:01	0	5	13	4
5	s14651-14752	HLA-A01:01	1	6	14	5
6	s14651-14752	HLA-A01:01	0	7	15	5
7	s14651-14752	HLA-A01:01	0	8	16	5
8	s14651-14752	HLA-A01:01	0	9	17	5
9	s14651-14752	HLA-A01:01	0	10	18	5
10	s14651-14752	HLA-A01:01	3	11	19	5
11	s14651-14752	HLA-A01:01	1	12	20	6
12	s14651-14752	HLA-A01:01	0	13	21	5
13	s14651-14752	HLA-A01:01	1	14	22	6
14	s14651-14752	HLA-A01:01	1	15	23	6
15	s14651-14752	HLA-A01:01	1	16	24	7
16	s14651-14752	HLA-A01:01	0	17	25	7
17	s14651-14752	HLA-A01:01	3	18	26	10
18	s14651-14752	HLA-A01:01	0	19	27	10
19	s14651-14752	HLA-A01:01	0	20	28	7
20	s14651-14752	HLA-A01:01	0	21	29	6
21	s14651-14752	HLA-A01:01	1	22	30	7
22	s14651-14752	HLA-A01:01	2	23	31	8
23	s14651-14752	HLA-A01:01	0	24	32	7
24	s14651-14752	HLA-A01:01	0	25	33	6
0	s10177-10040	HLA-A01:01	3	1	9	3
1	s10177-10040	HLA-A01:01	0	2	10	3
2	s10177-10040	HLA-A01:01	0	3	11	3
3	s10177-10040	HLA-A01:01	1	4	12	4
4	s10177-10040	HLA-A01:01	0	5	13	4
5	s10177-10040	HLA-A01:01	0	6	14	4
6	s10177-10040	HLA-A01:01	1	7	15	5
7	s10177-10040	HLA-A01:01	0	8	16	5
8	s10177-10040	HLA-A01:01	0	9	17	5
9	s10177-10040	HLA-A01:01	1	10	18	3
10	s10177-10040	HLA-A01:01	0	11	19	3
11	s10177-10040	HLA-A01:01	0	12	20	3
12	s10177-10040	HLA-A01:01	0	13	21	2
13	s10177-10040	HLA-A01:01	0	14	22	2
14	s10177-10040	HLA-A01:01	0	15	23	2
15	s10177-10040	HLA-A01:01	2	16	24	3
16	s10177-10040	HLA-A01:01	0	17	25	3
17	s10177-10040	HLA-A01:01	0	18	26	3
18	s10177-10040	HLA-A01:01	0	19	27	2
19	s10177-10040	HLA-A01:01	2	20	28	4
20	s10177-10040	HLA-A01:01	0	21	29	4
21	s10177-10040	HLA-A01:01	5	22	30	9
22	s10177-10040	HLA-A01:01	0	23	31	9
23	s10177-10040	HLA-A01:01	0	24	32	9
24	s10177-10040	HLA-A01:01	1	25	33	8
25	s10177-10040	HLA-A01:01	0	26	34	8
26	s10177-10040	HLA-A01:01	0	27	35	8
27	s10177-10040	HLA-A01:01	0	28	36	8
28	s10177-10040	HLA-A01:01	1	29	37	7
29	s10177-10040	HLA-A01:01	0	30	38	7
30	s10177-10040	HLA-A01:01	1	31	39	3
31	s10177-10040	HLA-A01:01	0	32	40	3
32	s10177-10040	HLA-A01:01	0	33	41	3
33	s10177-10040	HLA-A01:01	0	34	42	2
34	s10177-10040	HLA-A01:01	0	35	43	2
35	s10177-10040	HLA-A01:01	0	36	44	2
36	s10177-10040	HLA-A01:01	0	37	45	2
0	s9493-9395	HLA-A01:01	0	1	9	0
1	s9493-9395	HLA-A01:01	1	2	10	1
2	s9493-9395	HLA-A01:01	0	3	11	1
3	s9493-9395	HLA-A01:01	0	4	12	1
4	s9493-9395	HLA-A01:01	0	5	13	1
5	s9493-9395	HLA-A01:01	1	6	14	2
6	s9493-9395	HLA-A01:01	0	7	15	2
7	s9493-9395	HLA-A01:01	0	8	16	2
8	s9493-9395	HLA-A01:01	0	9	17	2
9	s9493-9395	HLA-A01:01	1	10	18	3
10	s9493-9395	HLA-A01:01	0	11	19	2
11	s9493-9395	HLA-A01:01	0	12	20	2
12	s9493-9395	HLA-A01:01	3	13	21	5
13	s9493-9395	HLA-A01:01	0	14	22	5
14	s9493-9395	HLA-A01:01	0	15	23	4
15	s9493-9395	HLA-A01:01	0	16	24	4
16	s9493-9395	HLA-A01:01	0	17	25	4
17	s9493-9395	HLA-A01:01	0	18	26	4
18	s9493-9395	HLA-A01:01	0	19	27	3
19	s9493-9395	HLA-A01:01	0	20	28	3
20	s9493-9395	HLA-A01:01	1	21	29	4
21	s9493-9395	HLA-A01:01	2	22	30	3
22	s9493-9395	HLA-A01:01	0	23	31	3
23	s9493-9395	HLA-A01:01	0	24	32	3
0	s8359-8237	HLA-A01:01	0	1	9	0
1	s8359-8237	HLA-A01:01	0	2	10	0
2	s8359-8237	HLA-A01:01	1	3	11	1
3	s8359-8237	HLA-A01:01	1	4	12	2
4	s8359-8237	HLA-A01:01	0	5	13	2
5	s8359-8237	HLA-A01:01	0	6	14	2
6	s8359-8237	HLA-A01:01	0	7	15	2
7	s8359-8237	HLA-A01:01	0	8	16	2
8	s8359-8237	HLA-A01:01	0	9	17	2
9	s8359-8237	HLA-A01:01	1	10	18	3
10	s8359-8237	HLA-A01:01	0	11	19	3
11	s8359-8237	HLA-A01:01	2	12	20	4
12	s8359-8237	HLA-A01:01	0	13	21	3
13	s8359-8237	HLA-A01:01	0	14	22	3
14	s8359-8237	HLA-A01:01	0	15	23	3
15	s8359-8237	HLA-A01:01	0	16	24	3
16	s8359-8237	HLA-A01:01	0	17	25	3
17	s8359-8237	HLA-A01:01	0	18	26	3
18	s8359-8237	HLA-A01:01	0	19	27	2
19	s8359-8237	HLA-A01:01	2	20	28	4
20	s8359-8237	HLA-A01:01	0	21	29	2
21	s8359-8237	HLA-A01:01	0	22	30	2
22	s8359-8237	HLA-A01:01	1	23	31	3
23	s8359-8237	HLA-A01:01	1	24	32	4
24	s8359-8237	HLA-A01:01	0	25	33	4
25	s8359-8237	HLA-A01:01	0	26	34	4
26	s8359-8237	HLA-A01:01	1	27	35	5
27	s8359-8237	HLA-A01:01	4	28	36	9
28	s8359-8237	HLA-A01:01	4	29	37	11
29	s8359-8237	HLA-A01:01	0	30	38	11
30	s8359-8237	HLA-A01:01	1	31	39	12
31	s8359-8237	HLA-A01:01	1	32	40	12
0	s7825-7688	HLA-A01:01	0	1	9	0
1	s7825-7688	HLA-A01:01	3	2	10	3
2	s7825-7688	HLA-A01:01	3	3	11	6
3	s7825-7688	HLA-A01:01	1	4	12	7
4	s7825-7688	HLA-A01:01	1	5	13	8
5	s7825-7688	HLA-A01:01	3	6	14	11
6	s7825-7688	HLA-A01:01	2	7	15	13
7	s7825-7688	HLA-A01:01	1	8	16	14
8	s7825-7688	HLA-A01:01	1	9	17	15
9	s7825-7688	HLA-A01:01	1	10	18	16
10	s7825-7688	HLA-A01:01	1	11	19	14
11	s7825-7688	HLA-A01:01	0	12	20	11
12	s7825-7688	HLA-A01:01	0	13	21	10
13	s7825-7688	HLA-A01:01	0	14	22	9
14	s7825-7688	HLA-A01:01	0	15	23	6
15	s7825-7688	HLA-A01:01	1	16	24	5
16	s7825-7688	HLA-A01:01	0	17	25	4
17	s7825-7688	HLA-A01:01	0	18	26	3
18	s7825-7688	HLA-A01:01	0	19	27	2
19	s7825-7688	HLA-A01:01	0	20	28	1
20	s7825-7688	HLA-A01:01	0	21	29	1
21	s7825-7688	HLA-A01:01	0	22	30	1
22	s7825-7688	HLA-A01:01	0	23	31	1
23	s7825-7688	HLA-A01:01	0	24	32	1
24	s7825-7688	HLA-A01:01	0	25	33	0
25	s7825-7688	HLA-A01:01	0	26	34	0
26	s7825-7688	HLA-A01:01	1	27	35	1
27	s7825-7688	HLA-A01:01	0	28	36	1
28	s7825-7688	HLA-A01:01	0	29	37	1
29	s7825-7688	HLA-A01:01	0	30	38	1
30	s7825-7688	HLA-A01:01	1	31	39	2
31	s7825-7688	HLA-A01:01	0	32	40	2
32	s7825-7688	HLA-A01:01	1	33	41	3
33	s7825-7688	HLA-A01:01	0	34	42	3
34	s7825-7688	HLA-A01:01	4	35	43	7
35	s7825-7688	HLA-A01:01	1	36	44	7
36	s7825-7688	HLA-A01:01	2	37	45	9
0	s7336-7232	HLA-A01:01	0	1	9	0
1	s7336-7232	HLA-A01:01	0	2	10	0
2	s7336-7232	HLA-A01:01	0	3	11	0
3	s7336-7232	HLA-A01:01	0	4	12	0
4	s7336-7232	HLA-A01:01	0	5	13	0
5	s7336-7232	HLA-A01:01	0	6	14	0
6	s7336-7232	HLA-A01:01	0	7	15	0
7	s7336-7232	HLA-A01:01	0	8	16	0
8	s7336-7232	HLA-A01:01	1	9	17	1
9	s7336-7232	HLA-A01:01	0	10	18	1
10	s7336-7232	HLA-A01:01	0	11	19	1
11	s7336-7232	HLA-A01:01	0	12	20	1
12	s7336-7232	HLA-A01:01	1	13	21	2
13	s7336-7232	HLA-A01:01	0	14	22	2
14	s7336-7232	HLA-A01:01	0	15	23	2
15	s7336-7232	HLA-A01:01	0	16	24	2
16	s7336-7232	HLA-A01:01	0	17	25	2
17	s7336-7232	HLA-A01:01	0	18	26	1
18	s7336-7232	HLA-A01:01	0	19	27	1
19	s7336-7232	HLA-A01:01	0	20	28	1
20	s7336-7232	HLA-A01:01	0	21	29	1
21	s7336-7232	HLA-A01:01	0	22	30	0
22	s7336-7232	HLA-A01:01	0	23	31	0
23	s7336-7232	HLA-A01:01	0	24	32	0
24	s7336-7232	HLA-A01:01	0	25	33	0
25	s7336-7232	HLA-A01:01	0	26	34	0
0	s5779-5687	HLA-A01:01	1	1	9	1
1	s5779-5687	HLA-A01:01	0	2	10	1
2	s5779-5687	HLA-A01:01	0	3	11	1
3	s5779-5687	HLA-A01:01	0	4	12	1
4	s5779-5687	HLA-A01:01	0	5	13	1
5	s5779-5687	HLA-A01:01	0	6	14	1
6	s5779-5687	HLA-A01:01	0	7	15	1
7	s5779-5687	HLA-A01:01	0	8	16	1
8	s5779-5687	HLA-A01:01	0	9	17	1
9	s5779-5687	HLA-A01:01	1	10	18	1
10	s5779-5687	HLA-A01:01	0	11	19	1
11	s5779-5687	HLA-A01:01	0	12	20	1
12	s5779-5687	HLA-A01:01	1	13	21	2
13	s5779-5687	HLA-A01:01	0	14	22	2
14	s5779-5687	HLA-A01:01	2	15	23	4
15	s5779-5687	HLA-A01:01	3	16	24	7
16	s5779-5687	HLA-A01:01	0	17	25	7
17	s5779-5687	HLA-A01:01	0	18	26	7
18	s5779-5687	HLA-A01:01	0	19	27	6
19	s5779-5687	HLA-A01:01	1	20	28	7
20	s5779-5687	HLA-A01:01	1	21	29	8
21	s5779-5687	HLA-A01:01	0	22	30	7
0	s3466-3359	HLA-A01:01	1	1	9	1
1	s3466-3359	HLA-A01:01	0	2	10	1
2	s3466-3359	HLA-A01:01	0	3	11	1
3	s3466-3359	HLA-A01:01	0	4	12	1
4	s3466-3359	HLA-A01:01	0	5	13	1
5	s3466-3359	HLA-A01:01	1	6	14	2
6	s3466-3359	HLA-A01:01	0	7	15	2
7	s3466-3359	HLA-A01:01	2	8	16	4
8	s3466-3359	HLA-A01:01	0	9	17	4
9	s3466-3359	HLA-A01:01	1	10	18	4
10	s3466-3359	HLA-A01:01	0	11	19	4
11	s3466-3359	HLA-A01:01	0	12	20	4
12	s3466-3359	HLA-A01:01	1	13	21	5
13	s3466-3359	HLA-A01:01	0	14	22	5
14	s3466-3359	HLA-A01:01	0	15	23	4
15	s3466-3359	HLA-A01:01	3	16	24	7
16	s3466-3359	HLA-A01:01	0	17	25	5
17	s3466-3359	HLA-A01:01	1	18	26	6
18	s3466-3359	HLA-A01:01	1	19	27	6
19	s3466-3359	HLA-A01:01	0	20	28	6
20	s3466-3359	HLA-A01:01	1	21	29	7
21	s3466-3359	HLA-A01:01	2	22	30	8
22	s3466-3359	HLA-A01:01	0	23	31	8
23	s3466-3359	HLA-A01:01	0	24	32	8
24	s3466-3359	HLA-A01:01	0	25	33	5
25	s3466-3359	HLA-A01:01	1	26	34	6
26	s3466-3359	HLA-A01:01	1	27	35	6
0	s1570-1391	HLA-A01:01	0	1	9	0
1	s1570-1391	HLA-A01:01	0	2	10	0
